t,Vr-->,z_V,0,1,2,3,4,5,6
0.550766,45,5.96675e-17,5.96675e-17,5.96675e-17,5.96675e-17,5.96675e-17,5.96675e-17,5.96675e-17,
0.550766,50,6.53836e-19,6.53836e-19,6.53836e-19,6.53836e-19,6.53836e-19,6.53836e-19,6.53836e-19,
0.550766,55,6.46889e-21,6.46889e-21,6.46889e-21,6.46889e-21,6.46889e-21,6.46889e-21,6.46889e-21,
0.550766,60,5.80447e-23,5.80447e-23,5.80447e-23,5.80447e-23,5.80447e-23,5.80447e-23,5.80447e-23,
0.550766,65,4.73635e-25,4.73635e-25,4.73635e-25,4.73635e-25,4.73635e-25,4.73635e-25,4.73635e-25,
0.550766,70,3.51823e-27,3.51823e-27,3.51823e-27,3.51823e-27,3.51823e-27,3.51823e-27,3.51823e-27,
0.550766,75,2.37747e-29,2.37747e-29,2.37747e-29,2.37747e-29,2.37747e-29,2.37747e-29,2.37747e-29,
0.550766,80,1.45817e-31,1.45817e-31,1.45817e-31,1.45817e-31,1.45817e-31,1.45817e-31,1.45817e-31,
0.550766,85,8.08439e-34,8.08439e-34,8.08439e-34,8.08439e-34,8.08439e-34,8.08439e-34,8.08439e-34,
0.550766,90,4.02691e-36,4.02691e-36,4.02691e-36,4.02691e-36,4.02691e-36,4.02691e-36,4.02691e-36,
0.550766,95,1.78454e-38,1.78454e-38,1.78454e-38,1.78454e-38,1.78454e-38,1.78454e-38,1.78454e-38,
0.550766,100,6.9344e-41,6.9344e-41,6.9344e-41,6.9344e-41,6.9344e-41,6.9344e-41,6.9344e-41,

0.550766,5,305,305.001,305.007,305.054,305.393,307.309,315.05,
0.550766,10,305,305.001,305.007,305.058,305.423,307.462,315.496,
0.550766,15,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,20,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,25,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,30,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,35,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,40,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,45,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,50,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,55,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,60,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,65,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,70,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,75,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,80,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,85,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,90,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,95,305,305.001,305.007,305.059,305.424,307.468,315.511,
0.550766,100,305,305.001,305.007,305.059,305.424,307.468,315.511,

t_Vr-->,z_V,0,1,2,3,4,5,6
0.73354,5,0.00136453,0.00136453,0.00136453,0.00136453,0.00136453,0.00136452,0.00136452,
0.73354,10,9.76474e-05,9.76474e-05,9.76474e-05,9.76474e-05,9.76474e-05,9.76473e-05,9.7647e-05,
0.73354,15,4.71629e-06,4.71629e-06,4.71629e-06,4.71629e-06,4.71628e-06,4.71628e-06,4.71628e-06,
0.73354,20,1.71695e-07,1.71695e-07,1.71695e-07,1.71695e-07,1.71695e-07,1.71695e-07,1.71695e-07,
0.73354,25,5.01281e-09,5.01281e-09,5.01281e-09,5.01281e-09,5.01281e-09,5.01281e-09,5.01281e-09,
0.73354,30,1.22145e-10,1.22145e-10,1.22145e-10,1.22145e-10,1.22145e-10,1.22145e-10,1.22145e-10,
0.73354,35,2.5539e-12,2.5539e-12,2.5539e-12,2.5539e-12,2.5539e-12,2.5539e-12,2.5539e-12,
0.73354,40,4.67623e-14,4.67623e-14,4.67623e-14,4.67623e-14,4.67623e-14,4.67623e-14,4.67623e-14,
0.73354,45,7.61329e-16,7.61329e-16,7.61329e-16,7.61329e-16,7.61329e-16,7.61329e-16,7.61329e-16,
0.73354,50,1.11493e-17,1.11493e-17,1.11493e-17,1.11493e-17,1.11493e-17,1.11493e-17,1.11493e-17,
0.73354,55,1.48153e-19,1.48153e-19,1.48153e-19,1.48153e-19,1.48153e-19,1.48153e-19,1.48153e-19,
0.73354,60,1.79816e-21,1.79816e-21,1.79816e-21,1.79816e-21,1.79816e-21,1.79816e-21,1.79816e-21,
0.73354,65,2.00328e-23,2.00328e-23,2.00328e-23,2.00328e-23,2.00328e-23,2.00328e-23,2.00328e-23,
0.73354,70,2.05605e-25,2.05605e-25,2.05605e-25,2.05605e-25,2.05605e-25,2.05605e-25,2.05605e-25,
0.73354,75,1.949e-27,1.949e-27,1.949e-27,1.949e-27,1.949e-27,1.949e-27,1.949e-27,
0.73354,80,1.70908e-29,1.70908e-29,1.70908e-29,1.70908e-29,1.70908e-29,1.70908e-29,1.70908e-29,
0.73354,85,1.38738e-31,1.38738e-31,1.38738e-31,1.38738e-31,1.38738e-31,1.38738e-31,1.38738e-31,
0.73354,90,1.04246e-33,1.04246e-33,1.04246e-33,1.04246e-33,1.04246e-33,1.04246e-33,1.04246e-33,
0.73354,95,7.24324e-36,7.24324e-36,7.24324e-36,7.24324e-36,7.24324e-36,7.24324e-36,7.24324e-36,
0.73354,100,4.64517e-38,4.64517e-38,4.64517e-38,4.64517e-38,4.64517e-38,4.64517e-38,4.64517e-38,

0.73354,5,305.001,305.003,305.021,305.13,305.726,308.329,316.647,
0.73354,10,305.001,305.004,305.023,305.144,305.799,308.612,317.296,
0.73354,15,305.001,305.004,305.023,305.144,305.803,308.627,317.324,
0.73354,20,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,25,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,30,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,35,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,40,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,45,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,50,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,55,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,60,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,65,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,70,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,75,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,80,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,85,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,90,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,95,305.001,305.004,305.023,305.145,305.803,308.627,317.325,
0.73354,100,305.001,305.004,305.023,305.145,305.803,308.627,317.325,

t_Vr-->,z_V,0,1,2,3,4,5,6
0.939094,5,0.00171233,0.00171233,0.00171233,0.00171233,0.00171232,0.00171232,0.0017123,
0.939094,10,0.000155774,0.000155774,0.000155774,0.000155774,0.000155774,0.000155773,0.000155773,
0.939094,15,9.59793e-06,9.59793e-06,9.59793e-06,9.59793e-06,9.59793e-06,9.59791e-06,9.5979e-06,
0.939094,20,4.4637e-07,4.4637e-07,4.4637e-07,4.4637e-07,4.4637e-07,4.4637e-07,4.4637e-07,
0.939094,25,1.66606e-08,1.66606e-08,1.66606e-08,1.66606e-08,1.66606e-08,1.66606e-08,1.66606e-08,
0.939094,30,5.19174e-10,5.19174e-10,5.19174e-10,5.19173e-10,5.19173e-10,5.19173e-10,5.19173e-10,
0.939094,35,1.38845e-11,1.38845e-11,1.38845e-11,1.38845e-11,1.38845e-11,1.38845e-11,1.38845e-11,
0.939094,40,3.25204e-13,3.25204e-13,3.25204e-13,3.25204e-13,3.25204e-13,3.25204e-13,3.25204e-13,
0.939094,45,6.77477e-15,6.77477e-15,6.77477e-15,6.77477e-15,6.77477e-15,6.77477e-15,6.77477e-15,
0.939094,50,1.27046e-16,1.27046e-16,1.27046e-16,1.27046e-16,1.27046e-16,1.27046e-16,1.27046e-16,
0.939094,55,2.16497e-18,2.16497e-18,2.16497e-18,2.16497e-18,2.16497e-18,2.16497e-18,2.16497e-18,
0.939094,60,3.37756e-20,3.37756e-20,3.37756e-20,3.37756e-20,3.37756e-20,3.37756e-20,3.37756e-20,
0.939094,65,4.85266e-22,4.85266e-22,4.85266e-22,4.85266e-22,4.85266e-22,4.85266e-22,4.85266e-22,
0.939094,70,6.45085e-24,6.45085e-24,6.45085e-24,6.45085e-24,6.45085e-24,6.45085e-24,6.45085e-24,
0.939094,75,7.96374e-26,7.96374e-26,7.96374e-26,7.96374e-26,7.96374e-26,7.96374e-26,7.96374e-26,
0.939094,80,9.15653e-28,9.15653e-28,9.15653e-28,9.15653e-28,9.15653e-28,9.15653e-28,9.15653e-28,
0.939094,85,9.82669e-30,9.82669e-30,9.82669e-30,9.82669e-30,9.82669e-30,9.82669e-30,9.82669e-30,
0.939094,90,9.85899e-32,9.85899e-32,9.85899e-32,9.85899e-32,9.85899e-32,9.85899e-32,9.85899e-32,
0.939094,95,9.25666e-34,9.25666e-34,9.25666e-34,9.25666e-34,9.25666e-34,9.25666e-34,9.25666e-34,
0.939094,100,8.13772e-36,8.13772e-36,8.13772e-36,8.13772e-36,8.13772e-36,8.13772e-36,8.13772e-36,

0.939094,5,305.004,305.011,305.052,305.261,306.175,309.41,318.027,
0.939094,10,305.005,305.012,305.059,305.297,306.324,309.873,318.905,
0.939094,15,305.005,305.012,305.059,305.299,306.334,309.902,318.951,
0.939094,20,305.005,305.012,305.059,305.299,306.334,309.904,318.953,
0.939094,25,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,30,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,35,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,40,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,45,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,50,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,55,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,60,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,65,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,70,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,75,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,80,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,85,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,90,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,95,305.005,305.012,305.059,305.299,306.334,309.904,318.954,
0.939094,100,305.005,305.012,305.059,305.299,306.334,309.904,318.954,

t_Vr-->,z_V,0,1,2,3,4,5,6
1.1728,5,0.00209076,0.00209076,0.00209076,0.00209076,0.00209075,0.00209074,0.0020907,
1.1728,10,0.000235629,0.000235629,0.000235629,0.000235629,0.000235628,0.000235627,0.000235626,
1.1728,15,1.80575e-05,1.80575e-05,1.80575e-05,1.80574e-05,1.80574e-05,1.80574e-05,1.80573e-05,
1.1728,20,1.04623e-06,1.04623e-06,1.04623e-06,1.04623e-06,1.04623e-06,1.04623e-06,1.04622e-06,
1.1728,25,4.86889e-08,4.86889e-08,4.86888e-08,4.86888e-08,4.86888e-08,4.86888e-08,4.86888e-08,
1.1728,30,1.89259e-09,1.89259e-09,1.89259e-09,1.89259e-09,1.89259e-09,1.89259e-09,1.89258e-09,
1.1728,35,6.31516e-11,6.31516e-11,6.31516e-11,6.31516e-11,6.31516e-11,6.31516e-11,6.31516e-11,
1.1728,40,1.84578e-12,1.84578e-12,1.84578e-12,1.84578e-12,1.84578e-12,1.84578e-12,1.84578e-12,
1.1728,45,4.79905e-14,4.79905e-14,4.79905e-14,4.79905e-14,4.79905e-14,4.79905e-14,4.79905e-14,
1.1728,50,1.12351e-15,1.12351e-15,1.12351e-15,1.12351e-15,1.12351e-15,1.12351e-15,1.12351e-15,
1.1728,55,2.39137e-17,2.39137e-17,2.39136e-17,2.39136e-17,2.39136e-17,2.39136e-17,2.39136e-17,
1.1728,60,4.66398e-19,4.66398e-19,4.66398e-19,4.66398e-19,4.66398e-19,4.66397e-19,4.66397e-19,
1.1728,65,8.38803e-21,8.38803e-21,8.38803e-21,8.38803e-21,8.38803e-21,8.38803e-21,8.38803e-21,
1.1728,70,1.39831e-22,1.39831e-22,1.39831e-22,1.39831e-22,1.39831e-22,1.39831e-22,1.39831e-22,
1.1728,75,2.16984e-24,2.16984e-24,2.16984e-24,2.16984e-24,2.16984e-24,2.16984e-24,2.16984e-24,
1.1728,80,3.14509e-26,3.14509e-26,3.14509e-26,3.14509e-26,3.14509e-26,3.14509e-26,3.14509e-26,
1.1728,85,4.27023e-28,4.27023e-28,4.27023e-28,4.27023e-28,4.27023e-28,4.27023e-28,4.27023e-28,
1.1728,90,5.44346e-30,5.44346e-30,5.44346e-30,5.44346e-30,5.44346e-30,5.44346e-30,5.44346e-30,
1.1728,95,6.52673e-32,6.52673e-32,6.52673e-32,6.52673e-32,6.52673e-32,6.52673e-32,6.52673e-32,
1.1728,100,7.37104e-34,7.37104e-34,7.37104e-34,7.37104e-34,7.37104e-34,7.37104e-34,7.37104e-34,

1.1728,5,305.013,305.029,305.112,305.465,306.739,310.521,319.254,
1.1728,10,305.015,305.033,305.132,305.543,307.006,311.218,320.389,
1.1728,15,305.015,305.033,305.133,305.55,307.029,311.272,320.463,
1.1728,20,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,25,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,30,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,35,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,40,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,45,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,50,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,55,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,60,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,65,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,70,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,75,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,80,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,85,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,90,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,95,305.015,305.033,305.134,305.551,307.031,311.275,320.467,
1.1728,100,305.015,305.033,305.134,305.551,307.031,311.275,320.467,

t_Vr-->,z_V,0,1,2,3,4,5,6
1.44187,5,0.00250511,0.00250511,0.00250511,0.0025051,0.00250509,0.00250506,0.002505,
1.44187,10,0.000343872,0.000343872,0.000343872,0.000343872,0.000343871,0.000343868,0.000343865,
1.44187,15,3.22457e-05,3.22456e-05,3.22456e-05,3.22456e-05,3.22456e-05,3.22454e-05,3.22453e-05,
1.44187,20,2.29039e-06,2.29039e-06,2.29039e-06,2.29039e-06,2.29038e-06,2.29038e-06,2.29037e-06,
1.44187,25,1.30796e-07,1.30796e-07,1.30796e-07,1.30796e-07,1.30796e-07,1.30796e-07,1.30796e-07,
1.44187,30,6.2422e-09,6.2422e-09,6.2422e-09,6.2422e-09,6.24219e-09,6.24219e-09,6.24219e-09,
1.44187,35,2.55812e-10,2.55812e-10,2.55812e-10,2.55812e-10,2.55812e-10,2.55811e-10,2.55811e-10,
1.44187,40,9.1845e-12,9.1845e-12,9.1845e-12,9.1845e-12,9.1845e-12,9.1845e-12,9.18449e-12,
