t,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,
0,1,0.999507,0.998027,0.995562,0.992115,0.987688,0.982287,0.975917,0.968583,0.960294,0.951057,0.940881,0.929776,0.917755,0.904827,0.891007,0.876307,0.860742,0.844328,0.827081,0.809017,0.790155,0.770513,0.750111,0.728969,0.707107,0.684547,0.661312,0.637424,0.612907,0.587785,0.562083,0.535827,0.509041,0.481754,0.45399,0.425779,0.397148,0.368125,0.338738,0.309017,0.278991,0.24869,0.218143,0.187381,0.156434,0.125333,0.0941083,0.0627905,0.0314108,6.12323e-17,-0.0314108,-0.0627905,-0.0941083,-0.125333,-0.156434,-0.187381,-0.218143,-0.24869,-0.278991,-0.309017,-0.338738,-0.368125,-0.397148,-0.425779,-0.45399,-0.481754,-0.509041,-0.535827,-0.562083,-0.587785,-0.612907,-0.637424,-0.661312,-0.684547,-0.707107,-0.728969,-0.750111,-0.770513,-0.790155,-0.809017,-0.827081,-0.844328,-0.860742,-0.876307,-0.891007,-0.904827,-0.917755,-0.929776,-0.940881,-0.951057,-0.960294,-0.968583,-0.975917,-0.982287,-0.987688,-0.992115,-0.995562,-0.998027,-0.999507,-1
0.0563916,0.984638,0.984152,0.982695,0.980268,0.976874,0.972516,0.967198,0.960925,0.953704,0.945542,0.936447,0.926427,0.915493,0.903656,0.890927,0.877319,0.862845,0.847519,0.831358,0.814375,0.796589,0.778017,0.758677,0.738588,0.71777,0.696244,0.674031,0.651153,0.627632,0.603492,0.578756,0.553449,0.527596,0.501222,0.474353,0.447016,0.419239,0.391047,0.36247,0.333534,0.30427,0.274705,0.24487,0.214792,0.184503,0.154031,0.123408,0.0926626,0.0618259,0.0309282,-1.30349e-13,-0.0309282,-0.0618259,-0.0926626,-0.123408,-0.154031,-0.184503,-0.214792,-0.24487,-0.274705,-0.30427,-0.333534,-0.36247,-0.391047,-0.419239,-0.447016,-0.474353,-0.501222,-0.527596,-0.553449,-0.578756,-0.603492,-0.627632,-0.651153,-0.674031,-0.696244,-0.71777,-0.738588,-0.758677,-0.778017,-0.796589,-0.814375,-0.831358,-0.847519,-0.862845,-0.877319,-0.890927,-0.903656,-0.915493,-0.926427,-0.936447,-0.945542,-0.953704,-0.960925,-0.967198,-0.972516,-0.976874,-0.980268,-0.982695,-0.984152,-0.984638
0.069919,0.976522,0.97604,0.974595,0.972188,0.968822,0.9645,0.959225,0.953004,0.945843,0.937748,0.928728,0.918791,0.907947,0.896208,0.883584,0.870088,0.855733,0.840534,0.824505,0.807662,0.790023,0.771604,0.752423,0.7325,0.711854,0.690505,0.668475,0.645786,0.622459,0.598517,0.573985,0.548887,0.523247,0.49709,0.470443,0.443332,0.415783,0.387824,0.359482,0.330785,0.301762,0.272441,0.242851,0.213022,0.182982,0.152762,0.122391,0.0918989,0.0613163,0.0306733,2.81884e-13,-0.0306733,-0.0613163,-0.0918989,-0.122391,-0.152762,-0.182982,-0.213022,-0.242851,-0.272441,-0.301762,-0.330785,-0.359482,-0.387824,-0.415783,-0.443332,-0.470443,-0.49709,-0.523247,-0.548887,-0.573985,-0.598517,-0.622459,-0.645786,-0.668475,-0.690505,-0.711854,-0.7325,-0.752423,-0.771604,-0.790023,-0.807662,-0.824505,-0.840534,-0.855733,-0.870088,-0.883584,-0.896208,-0.907947,-0.918791,-0.928728,-0.937748,-0.945843,-0.953004,-0.959225,-0.9645,-0.968822,-0.972188,-0.974595,-0.97604,-0.976522
0.0768135,0.971751,0.971272,0.969834,0.967439,0.964089,0.959787,0.954539,0.948348,0.941222,0.933167,0.92419,0.914302,0.903512,0.891829,0.879267,0.865837,0.851552,0.836427,0.820477,0.803717,0.786163,0.767834,0.748747,0.728921,0.708376,0.687132,0.66521,0.642631,0.619418,0.595593,0.571181,0.546205,0.52069,0.494662,0.468145,0.441166,0.413752,0.385929,0.357726,0.329169,0.300288,0.27111,0.241665,0.211981,0.182088,0.152015,0.121793,0.0914499,0.0610168,0.0305234,1.10577e-13,-0.0305234,-0.0610168,-0.0914499,-0.121793,-0.152015,-0.182088,-0.211981,-0.241665,-0.27111,-0.300288,-0.329169,-0.357726,-0.385929,-0.413752,-0.441166,-0.468145,-0.494662,-0.52069,-0.546205,-0.571181,-0.595593,-0.619418,-0.642631,-0.66521,-0.687132,-0.708376,-0.728921,-0.748747,-0.767834,-0.786163,-0.803717,-0.820477,-0.836427,-0.851552,-0.865837,-0.879267,-0.891829,-0.903512,-0.914302,-0.92419,-0.933167,-0.941222,-0.948348,-0.954539,-0.959787,-0.964089,-0.967439,-0.969834,-0.971272,-0.971751
0.0866887,0.964185,0.963709,0.962282,0.959906,0.956582,0.952314,0.947107,0.940964,0.933893,0.925901,0.916994,0.907183,0.896477,0.884885,0.872421,0.859095,0.844922,0.829915,0.814088,0.797459,0.780042,0.761856,0.742917,0.723246,0.702861,0.681782,0.66003,0.637627,0.614595,0.590956,0.566734,0.541952,0.516636,0.49081,0.4645,0.437731,0.41053,0.382924,0.35494,0.326606,0.29795,0.268999,0.239783,0.21033,0.18067,0.150832,0.120844,0.0907378,0.0605417,0.0302858,-3.81883e-13,-0.0302858,-0.0605417,-0.0907378,-0.120844,-0.150832,-0.18067,-0.21033,-0.239783,-0.268999,-0.29795,-0.326606,-0.35494,-0.382924,-0.41053,-0.437731,-0.4645,-0.49081,-0.516636,-0.541952,-0.566734,-0.590956,-0.614595,-0.637627,-0.66003,-0.681782,-0.702861,-0.723246,-0.742917,-0.761856,-0.780042,-0.797459,-0.814088,-0.829915,-0.844922,-0.859095,-0.872421,-0.884885,-0.896477,-0.907183,-0.916994,-0.925901,-0.933893,-0.940964,-0.947107,-0.952314,-0.956582,-0.959906,-0.962282,-0.963709,-0.964185
0.098401,0.954112,0.953641,0.952229,0.949877,0.946588,0.942365,0.937212,0.931134,0.924137,0.916227,0.907414,0.897705,0.887111,0.87564,0.863306,0.85012,0.836095,0.821244,0.805583,0.789127,0.771893,0.753896,0.735156,0.71569,0.695518,0.674659,0.653134,0.630965,0.608174,0.584782,0.560813,0.53629,0.511239,0.485682,0.459647,0.433158,0.406241,0.378923,0.351232,0.323194,0.294837,0.266189,0.237278,0.208133,0.178783,0.149256,0.119582,0.0897898,0.0599092,0.0299694,7.33863e-13,-0.0299694,-0.0599092,-0.0897898,-0.119582,-0.149256,-0.178783,-0.208133,-0.237278,-0.266189,-0.294837,-0.323194,-0.351232,-0.378923,-0.406241,-0.433158,-0.459647,-0.485682,-0.511239,-0.53629,-0.560813,-0.584782,-0.608174,-0.630965,-0.653134,-0.674659,-0.695518,-0.71569,-0.735156,-0.753896,-0.771893,-0.789127,-0.805583,-0.821244,-0.836095,-0.85012,-0.863306,-0.87564,-0.887111,-0.897705,-0.907414,-0.916227,-0.924137,-0.931134,-0.937212,-0.942365,-0.946588,-0.949877,-0.952229,-0.953641,-0.954112
0.108476,0.944512,0.944046,0.942648,0.94032,0.937065,0.932884,0.927782,0.921765,0.914839,0.907009,0.898285,0.888673,0.878185,0.86683,0.85462,0.841567,0.827682,0.812981,0.797478,0.781188,0.764126,0.746311,0.727759,0.708489,0.68852,0.667871,0.646563,0.624617,0.602055,0.578898,0.55517,0.530895,0.506095,0.480796,0.455022,0.4288,0.402154,0.375111,0.347698,0.319942,0.29187,0.263511,0.234891,0.206039,0.176984,0.147754,0.118379,0.0888865,0.0593064,0.0296678,-8.78585e-13,-0.0296678,-0.0593064,-0.0888865,-0.118379,-0.147754,-0.176984,-0.206039,-0.234891,-0.263511,-0.29187,-0.319942,-0.347698,-0.375111,-0.402154,-0.4288,-0.455022,-0.480796,-0.506095,-0.530895,-0.55517,-0.578898,-0.602055,-0.624617,-0.646563,-0.667871,-0.68852,-0.708489,-0.727759,-0.746311,-0.764126,-0.781188,-0.797478,-0.812981,-0.827682,-0.841567,-0.85462,-0.86683,-0.878185,-0.888673,-0.898285,-0.907009,-0.914839,-0.921765,-0.927782,-0.932884,-0.937065,-0.94032,-0.942648,-0.944046,-0.944512
0.118551,0.934068,0.933607,0.932224,0.929922,0.926702,0.922568,0.917523,0.911572,0.904722,0.896979,0.888351,0.878846,0.868474,0.857245,0.84517,0.83226,0.81853,0.803991,0.788659,0.772549,0.755677,0.738058,0.719711,0.700654,0.680906,0.660486,0.639413,0.61771,0.595397,0.572497,0.549031,0.525024,0.500498,0.475479,0.449991,0.424058,0.397707,0.370963,0.343853,0.316404,0.288643,0.260597,0.232293,0.203761,0.175027,0.14612,0.11707,0.0879035,0.0586506,0.0293398,6.04627e-13,-0.0293398,-0.0586506,-0.0879035,-0.11707,-0.14612,-0.175027,-0.203761,-0.232293,-0.260597,-0.288643,-0.316404,-0.343853,-0.370963,-0.397707,-0.424058,-0.449991,-0.475479,-0.500498,-0.525024,-0.549031,-0.572497,-0.595397,-0.61771,-0.639413,-0.660486,-0.680906,-0.700654,-0.719711,-0.738058,-0.755677,-0.772549,-0.788659,-0.803991,-0.81853,-0.83226,-0.84517,-0.857245,-0.868474,-0.878846,-0.888351,-0.896979,-0.904722,-0.911572,-0.917523,-0.922568,-0.926702,-0.929922,-0.932224,-0.933607,-0.934068
0.128625,0.922797,0.922341,0.920976,0.918701,0.91552,0.911436,0.906451,0.900573,0.893805,0.886156,0.877632,0.868242,0.857995,0.846901,0.834971,0.822218,0.808653,0.79429,0.779143,0.763227,0.746558,0.729152,0.711027,0.6922,0.67269,0.652516,0.631698,0.610256,0.588213,0.565589,0.542406,0.518689,0.494459,0.469742,0.444561,0.418941,0.392908,0.366487,0.339704,0.312586,0.28516,0.257452,0.22949,0.201302,0.172915,0.144357,0.115657,0.0868428,0.0579429,0.0289857,1.08106e-13,-0.0289857,-0.0579429,-0.0868428,-0.115657,-0.144357,-0.172915,-0.201302,-0.22949,-0.257452,-0.28516,-0.312586,-0.339704,-0.366487,-0.392908,-0.418941,-0.444561,-0.469742,-0.494459,-0.518689,-0.542406,-0.565589,-0.588213,-0.610256,-0.631698,-0.652516,-0.67269,-0.6922,-0.711027,-0.729152,-0.746558,-0.763227,-0.779143,-0.79429,-0.808653,-0.822218,-0.834971,-0.846901,-0.857995,-0.868242,-0.877632,-0.886156,-0.893805,-0.900573,-0.906451,-0.911436,-0.91552,-0.918701,-0.920976,-0.922341,-0.922797
0.139123,0.910195,0.909746,0.908399,0.906156,0.903018,0.898989,0.894073,0.888275,0.8816,0.874055,0.865647,0.856385,0.846278,0.835336,0.823569,0.81099,0.79761,0.783443,0.768503,0.752805,0.736363,0.719195,0.701318,0.682748,0.663504,0.643605,0.623072,0.601923,0.58018,0.557865,0.534999,0.511606,0.487707,0.463327,0.43849,0.41322,0.387542,0.361482,0.335065,0.308318,0.281266,0.253936,0.226356,0.198553,0.170554,0.142386,0.114078,0.0856569,0.0571516,0.0285899,-9.43537e-13,-0.0285899,-0.0571516,-0.0856569,-0.114078,-0.142386,-0.170554,-0.198553,-0.226356,-0.253936,-0.281266,-0.308318,-0.335065,-0.361482,-0.387542,-0.41322,-0.43849,-0.463327,-0.487707,-0.511606,-0.534999,-0.557865,-0.58018,-0.601923,-0.623072,-0.643605,-0.663504,-0.682748,-0.701318,-0.719195,-0.736363,-0.752805,-0.768503,-0.783443,-0.79761,-0.81099,-0.823569,-0.835336,-0.846278,-0.856385,-0.865647,-0.874055,-0.8816,-0.888275,-0.894073,-0.898989,-0.903018,-0.906156,-0.908399,-0.909746,-0.910195
