t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
3.6416,1.91635e-90,1.00578e-87,9.55216e-85,8.24077e-82,6.47967e-79,4.65672e-76,3.06604e-73,1.85308e-70,1.02973e-67,5.26775e-65,2.48323e-62,1.07945e-59,4.32884e-57,1.60177e-54,5.46833e-52,1.72187e-49,4.99795e-47,1.33621e-44,3.28683e-42,7.42875e-40,1.54019e-37,2.92352e-35,5.06887e-33,8.00628e-31,1.14849e-28,1.49094e-26,1.74447e-24,1.83108e-22,1.715e-20,1.4245e-18,1.04186e-16,6.65472e-15,3.67658e-13,1.73718e-11,6.92624e-10,2.29289e-08,6.17889e-07,1.32234e-05,0.00021771,0.0026432,0.0223039,0.11975,0.35495,0.46687,0.367799,0.560518,0.432709,0.46525,0.651666,0.744265,0.76462,0.744265,0.651666,0.46525,0.432709,0.560518,0.367799,0.46687,0.35495,0.11975,0.0223039,0.0026432,0.00021771,1.32234e-05,6.17889e-07,2.29289e-08,6.92624e-10,1.73718e-11,3.67658e-13,6.65472e-15,1.04186e-16,1.4245e-18,1.715e-20,1.83108e-22,1.74447e-24,1.49094e-26,1.14849e-28,8.00628e-31,5.06887e-33,2.92352e-35,1.54019e-37,7.42875e-40,3.28683e-42,1.33621e-44,4.99795e-47,1.72187e-49,5.46833e-52,1.60177e-54,4.32884e-57,1.07945e-59,2.48323e-62,5.26775e-65,1.02973e-67,1.85308e-70,3.06604e-73,4.65672e-76,6.47967e-79,8.24077e-82,9.55216e-85,1.00578e-87,1.91635e-90
3.82175,3.72858e-88,1.59083e-85,1.24306e-82,8.91699e-80,5.88476e-77,3.57931e-74,2.00941e-71,1.04245e-68,5.00216e-66,2.22165e-63,9.13703e-61,3.48052e-58,1.228e-55,4.0122e-53,1.21343e-50,3.39487e-48,8.77882e-46,2.09597e-43,4.6142e-41,9.35152e-39,1.74155e-36,2.97385e-34,4.64467e-32,6.61611e-30,8.56743e-28,1.00481e-25,1.06285e-23,1.00906e-21,8.55127e-20,6.42791e-18,4.25486e-16,2.45943e-14,1.22936e-12,5.2533e-11,1.89315e-09,5.65999e-08,1.37596e-06,2.65237e-05,0.000392486,0.00426919,0.0321156,0.152479,0.39447,0.452576,0.387083,0.552265,0.4595,0.434941,0.612648,0.717564,0.741868,0.717564,0.612648,0.434941,0.4595,0.552265,0.387083,0.452576,0.39447,0.152479,0.0321156,0.00426919,0.000392486,2.65237e-05,1.37596e-06,5.65999e-08,1.89315e-09,5.2533e-11,1.22936e-12,2.45943e-14,4.25486e-16,6.42791e-18,8.55127e-20,1.00906e-21,1.06285e-23,1.00481e-25,8.56743e-28,6.61611e-30,4.64467e-32,2.97385e-34,1.74155e-36,9.35152e-39,4.6142e-41,2.09597e-43,8.77882e-46,3.39487e-48,1.21343e-50,4.0122e-53,1.228e-55,3.48052e-58,9.13703e-61,2.22165e-63,5.00216e-66,1.04245e-68,2.00941e-71,3.57931e-74,5.88476e-77,8.91699e-80,1.24306e-82,1.59083e-85,3.72858e-88
4.00191,4.77412e-86,1.70947e-83,1.13056e-80,6.91624e-78,3.91904e-75,2.05924e-72,1.00423e-69,4.54827e-67,1.91402e-64,7.48604e-62,2.72141e-59,9.19438e-57,2.8861e-54,8.41301e-52,2.27588e-49,5.7086e-47,1.32625e-44,2.8502e-42,5.65748e-40,1.03539e-37,1.74354e-35,2.69527e-33,3.81476e-31,4.92862e-29,5.79296e-27,6.17051e-25,5.93053e-23,5.11762e-21,3.94274e-19,2.69458e-17,1.62159e-15,8.52016e-14,3.87001e-12,1.50205e-10,4.9133e-09,1.33216e-07,2.93348e-06,5.11372e-05,0.000682727,0.00667735,0.0449265,0.189126,0.428053,0.434297,0.41378,0.535712,0.488489,0.411161,0.57129,0.68825,0.717532,0.68825,0.57129,0.411161,0.488489,0.535712,0.41378,0.434297,0.428053,0.189126,0.0449265,0.00667735,0.000682727,5.11372e-05,2.93348e-06,1.33216e-07,4.9133e-09,1.50205e-10,3.87001e-12,8.52016e-14,1.62159e-15,2.69458e-17,3.94274e-19,5.11762e-21,5.93053e-23,6.17051e-25,5.79296e-27,4.92862e-29,3.81476e-31,2.69527e-33,1.74354e-35,1.03539e-37,5.65748e-40,2.8502e-42,1.32625e-44,5.7086e-47,2.27588e-49,8.41301e-52,2.8861e-54,9.19438e-57,2.72141e-59,7.48604e-62,1.91402e-64,4.54827e-67,1.00423e-69,2.05924e-72,3.91904e-75,6.91624e-78,1.13056e-80,1.70947e-83,4.77412e-86
4.19341,5.54217e-84,1.69505e-81,9.63484e-79,5.09441e-76,2.50779e-73,1.15006e-70,4.9156e-68,1.95881e-65,7.27813e-63,2.5214e-60,8.14273e-58,2.45045e-55,6.86818e-53,1.79164e-50,4.34606e-48,9.79305e-46,2.04727e-43,3.96492e-41,7.10183e-39,1.17423e-36,1.7883e-34,2.50244e-32,3.20865e-30,3.75802e-28,4.00631e-26,3.87221e-24,3.37798e-22,2.64632e-20,1.85105e-18,1.14853e-16,6.27426e-15,2.99173e-13,1.23272e-11,4.33779e-10,1.28547e-08,3.15437e-07,6.27795e-06,9.8729e-05,0.00118601,0.0103965,0.0623148,0.231395,0.455495,0.413983,0.447106,0.512215,0.518172,0.394298,0.525841,0.653973,0.689566,0.653973,0.525841,0.394298,0.518172,0.512215,0.447106,0.413983,0.455495,0.231395,0.0623148,0.0103965,0.00118601,9.8729e-05,6.27795e-06,3.15437e-07,1.28547e-08,4.33779e-10,1.23272e-11,2.99173e-13,6.27426e-15,1.14853e-16,1.85105e-18,2.64632e-20,3.37798e-22,3.87221e-24,4.00631e-26,3.75802e-28,3.20865e-30,2.50244e-32,1.7883e-34,1.17423e-36,7.10183e-39,3.96492e-41,2.04727e-43,9.79305e-46,4.34606e-48,1.79164e-50,6.86818e-53,2.45045e-55,8.14273e-58,2.5214e-60,7.27813e-63,1.95881e-65,4.9156e-68,1.15006e-70,2.50779e-73,5.09441e-76,9.63484e-79,1.69505e-81,5.54217e-84
4.40577,7.16206e-82,1.88841e-79,9.29704e-77,4.2759e-74,1.838e-71,7.38639e-69,2.77562e-66,9.75291e-64,3.20406e-61,9.83881e-59,2.82279e-56,7.56251e-54,1.89058e-51,4.40645e-49,9.56531e-47,1.93153e-44,3.62322e-42,6.30357e-40,1.01531e-37,1.51093e-35,2.07268e-33,2.61426e-31,3.02303e-29,3.19456e-27,3.07386e-25,2.68223e-23,2.1128e-21,1.49462e-19,9.44011e-18,5.2882e-16,2.60747e-14,1.12177e-12,4.16817e-11,1.32175e-09,3.52649e-08,7.78174e-07,1.39049e-05,0.000195897,0.00210156,0.0163755,0.0866154,0.280521,0.474601,0.394749,0.485253,0.483798,0.545445,0.386467,0.475387,0.612006,0.655473,0.612006,0.475387,0.386467,0.545445,0.483798,0.485253,0.394749,0.474601,0.280521,0.0866154,0.0163755,0.00210156,0.000195897,1.39049e-05,7.78174e-07,3.52649e-08,1.32175e-09,4.16817e-11,1.12177e-12,2.60747e-14,5.2882e-16,9.44011e-18,1.49462e-19,2.1128e-21,2.68223e-23,3.07386e-25,3.19456e-27,3.02303e-29,2.61426e-31,2.07268e-33,1.51093e-35,1.01531e-37,6.30357e-40,3.62322e-42,1.93153e-44,9.56531e-47,4.40645e-49,1.89058e-51,7.56251e-54,2.82279e-56,9.83881e-59,3.20406e-61,9.75291e-64,2.77562e-66,7.38639e-69,1.838e-71,4.2759e-74,9.29704e-77,1.88841e-79,7.16206e-82
4.61814,6.8985e-80,1.59066e-77,6.87338e-75,2.7839e-72,1.05707e-69,3.76314e-67,1.25592e-64,3.92876e-62,1.15157e-59,3.16135e-57,8.12361e-55,1.95258e-52,4.38609e-50,9.19858e-48,1.79901e-45,3.2767e-43,5.54981e-41,8.72611e-39,1.27126e-36,1.71236e-34,2.12747e-32,2.43157e-30,2.54901e-28,2.44274e-26,2.13203e-24,1.68778e-22,1.20621e-20,7.74161e-19,4.43571e-17,2.25366e-15,1.00753e-13,3.9284e-12,1.32213e-10,3.79465e-09,9.15453e-08,1.82424e-06,2.93861e-05,0.000372343,0.00358048,0.0248825,0.116461,0.32963,0.481473,0.383078,0.519322,0.458153,0.562894,0.389703,0.427093,0.565862,0.617457,0.565862,0.427093,0.389703,0.562894,0.458153,0.519322,0.383078,0.481473,0.32963,0.116461,0.0248825,0.00358048,0.000372343,2.93861e-05,1.82424e-06,9.15453e-08,3.79465e-09,1.32213e-10,3.9284e-12,1.00753e-13,2.25366e-15,4.43571e-17,7.74161e-19,1.20621e-20,1.68778e-22,2.13203e-24,2.44274e-26,2.54901e-28,2.43157e-30,2.12747e-32,1.71236e-34,1.27126e-36,8.72611e-39,5.54981e-41,3.2767e-43,1.79901e-45,9.19858e-48,4.38609e-50,1.95258e-52,8.12361e-55,3.16135e-57,1.15157e-59,3.92876e-62,1.25592e-64,3.76314e-67,1.05707e-69,2.7839e-72,6.87338e-75,1.59066e-77,6.8985e-80
4.8305,5.14148e-78,1.0488e-75,4.02098e-73,1.44885e-70,4.90635e-68,1.56127e-65,4.6674e-63,1.31037e-60,3.45328e-58,8.53742e-56,1.97865e-53,4.29531e-51,8.72523e-49,1.65665e-46,2.93632e-44,4.8515e-42,7.46021e-40,1.06574e-37,1.41158e-35,1.72962e-33,1.95576e-31,2.03519e-29,1.9431e-27,1.69633e-25,1.34898e-23,9.7307e-22,6.33672e-20,3.70554e-18,1.93415e-16,8.9497e-15,3.64262e-13,1.2924e-11,3.95557e-10,1.03159e-08,2.25903e-07,4.0806e-06,5.94763e-05,0.000680157,0.00588164,0.0365586,0.15175,0.375972,0.477174,0.381835,0.544622,0.439854,0.567967,0.402334,0.383358,0.515816,0.574794,0.515816,0.383358,0.402334,0.567967,0.439854,0.544622,0.381835,0.477174,0.375972,0.15175,0.0365586,0.00588164,0.000680157,5.94763e-05,4.0806e-06,2.25903e-07,1.03159e-08,3.95557e-10,1.2924e-11,3.64262e-13,8.9497e-15,1.93415e-16,3.70554e-18,6.33672e-20,9.7307e-22,1.34898e-23,1.69633e-25,1.9431e-27,2.03519e-29,1.95576e-31,1.72962e-33,1.41158e-35,1.06574e-37,7.46021e-40,4.8515e-42,2.93632e-44,1.65665e-46,8.72523e-49,4.29531e-51,1.97865e-53,8.53742e-56,3.45328e-58,1.31037e-60,4.6674e-63,1.56127e-65,4.90635e-68,1.44885e-70,4.02098e-73,1.0488e-75,5.14148e-78
5.00976,1.70242e-76,3.14171e-74,1.09229e-71,3.57707e-69,1.10319e-66,3.20319e-64,8.753e-62,2.24988e-59,5.4366e-57,1.23411e-54,2.62956e-52,5.25408e-50,9.83403e-48,1.7221e-45,2.81765e-43,4.30089e-41,6.1142e-39,8.08009e-37,9.90577e-35,1.12398e-32,1.17738e-30,1.13539e-28,1.00482e-26,8.13275e-25,5.99679e-23,4.01112e-21,2.42208e-19,1.31323e-17,6.35439e-16,2.7251e-14,1.02762e-12,3.37655e-11,9.56529e-10,2.30726e-08,4.66878e-07,7.78336e-06,0.000104529,0.00109891,0.00870762,0.0493524,0.185369,0.410897,0.466586,0.389731,0.556791,0.432384,0.562038,0.418231,0.351647,0.470981,0.534675,0.470981,0.351647,0.418231,0.562038,0.432384,0.556791,0.389731,0.466586,0.410897,0.185369,0.0493524,0.00870762,0.00109891,0.000104529,7.78336e-06,4.66878e-07,2.30726e-08,9.56529e-10,3.37655e-11,1.02762e-12,2.7251e-14,6.35439e-16,1.31323e-17,2.42208e-19,4.01112e-21,5.99679e-23,8.13275e-25,1.00482e-26,1.13539e-28,1.17738e-30,1.12398e-32,9.90577e-35,8.08009e-37,6.1142e-39,4.30089e-41,2.81765e-43,1.7221e-45,9.83403e-48,5.25408e-50,2.62956e-52,1.23411e-54,5.4366e-57,2.24988e-59,8.753e-62,3.20319e-64,1.10319e-66,3.57707e-69,1.09229e-71,3.14171e-74,1.70242e-76
5.18902,4.81005e-75,8.08867e-73,2.56761e-70,7.69114e-68,2.1733e-65,5.79082e-63,1.45423e-60,3.43982e-58,7.65852e-56,1.60365e-53,3.15522e-51,5.82716e-49,1.00899e-46,1.63589e-44,2.47991e-42,3.50947e-40,4.62815e-38,5.6766e-36,6.46181e-34,6.81049e-32,6.62871e-30,5.94093e-28,4.88734e-26,3.67749e-24,2.5211e-22,1.56781e-20,8.80127e-19,4.43579e-17,1.99477e-15,7.94819e-14,2.78374e-12,8.49128e-11,2.23174e-09,4.99064e-08,9.353e-07,1.44226e-05,0.000178849,0.001732,0.0125982,0.0652048,0.221843,0.440391,0.451768,0.405387,0.559687,0.432986,0.547397,0.436587,0.32588,0.424372,0.490474,0.424372,0.32588,0.436587,0.547397,0.432986,0.559687,0.405387,0.451768,0.440391,0.221843,0.0652048,0.0125982,0.001732,0.000178849,1.44226e-05,9.353e-07,4.99064e-08,2.23174e-09,8.49128e-11,2.78374e-12,7.94819e-14,1.99477e-15,4.43579e-17,8.80127e-19,1.56781e-20,2.5211e-22,3.67749e-24,4.88734e-26,5.94093e-28,6.62871e-30,6.81049e-32,6.46181e-34,5.6766e-36,4.62815e-38,3.50947e-40,2.47991e-42,1.63589e-44,1.00899e-46,5.82716e-49,3.15522e-51,1.60365e-53,7.65852e-56,3.43982e-58,1.45423e-60,5.79082e-63,2.1733e-65,7.69114e-68,2.56761e-70,8.08867e-73,4.81005e-75
5.36828,1.17885e-73,1.81743e-71,5.29773e-69,1.45944e-66,3.79808e-64,9.33251e-62,2.16387e-59,4.73108e-57,9.74644e-55,1.89017e-52,3.4474e-50,5.90656e-48,9.49504e-46,1.43016e-43,2.01532e-41,2.65252e-39,3.25487e-37,3.71621e-35,3.93916e-33,3.86715e-31,3.50676e-29,2.92869e-27,2.24537e-25,1.57468e-23,1.00614e-21,5.83145e-20,3.05068e-18,1.43258e-16,6.00119e-15,2.22678e-13,7.25991e-12,2.0604e-10,5.03527e-09,1.04613e-07,1.81964e-06,2.6007e-05,0.000298371,0.00266645,0.0178327,0.0843912,0.260287,0.463263,0.435103,0.427428,0.553639,0.441251,0.525578,0.454946,0.306797,0.376735,0.442043,0.376735,0.306797,0.454946,0.525578,0.441251,0.553639,0.427428,0.435103,0.463263,0.260287,0.0843912,0.0178327,0.00266645,0.000298371,2.6007e-05,1.81964e-06,1.04613e-07,5.03527e-09,2.0604e-10,7.25991e-12,2.22678e-13,6.00119e-15,1.43258e-16,3.05068e-18,5.83145e-20,1.00614e-21,1.57468e-23,2.24537e-25,2.92869e-27,3.50676e-29,3.86715e-31,3.93916e-33,3.71621e-35,3.25487e-37,2.65252e-39,2.01532e-41,1.43016e-43,9.49504e-46,5.90656e-48,3.4474e-50,1.89017e-52,9.74644e-55,4.73108e-57,2.16387e-59,9.33251e-62,3.79808e-64,1.45944e-66,5.29773e-69,1.81743e-71,1.17885e-73
5.54753,2.54056e-72,3.60966e-70,9.71006e-68,2.4717e-65,5.95061e-63,1.35413e-60,2.9107e-58,5.90528e-56,1.12984e-53,2.0366e-51,3.45501e-49,5.50982e-47,8.24907e-45,1.15781e-42,1.52108e-40,1.86727e-38,2.13791e-36,2.27827e-34,2.25463e-32,2.06693e-30,1.75057e-28,1.36565e-26,9.78081e-25,6.40785e-23,3.82475e-21,2.07065e-19,1.01171e-17,4.43633e-16,1.7349e-14,6.00762e-13,1.82709e-11,4.83454e-10,1.10081e-08,2.1291e-07,3.44384e-06,4.57064e-05,0.000485998,0.00401455,0.0247202,0.107079,0.299585,0.478751,0.419085,0.45373,0.539994,0.455769,0.498816,0.470833,0.294677,0.328957,0.389436,0.328957,0.294677,0.470833,0.498816,0.455769,0.539994,0.45373,0.419085,0.478751,0.299585,0.107079,0.0247202,0.00401455,0.000485998,4.57064e-05,3.44384e-06,2.1291e-07,1.10081e-08,4.83454e-10,1.82709e-11,6.00762e-13,1.7349e-14,4.43633e-16,1.01171e-17,2.07065e-19,3.82475e-21,6.40785e-23,9.78081e-25,1.36565e-26,1.75057e-28,2.06693e-30,2.25463e-32,2.27827e-34,2.13791e-36,1.86727e-38,1.52108e-40,1.15781e-42,8.24907e-45,5.50982e-47,3.45501e-49,2.0366e-51,1.12984e-53,5.90528e-56,2.9107e-58,1.35413e-60,5.95061e-63,2.4717e-65,9.71006e-68,3.60966e-70,2.54056e-72
5.73703,5.71667e-71,7.49174e-69,1.86097e-66,4.37906e-64,9.75541e-62,2.0561e-59,4.09691e-57,7.71112e-55,1.36971e-52,2.29375e-50,3.61728e-48,5.36543e-46,7.47527e-44,9.76804e-42,1.19522e-39,1.36704e-37,1.45871e-35,1.44912e-33,1.33716e-31,1.14318e-29,9.03021e-28,6.57081e-26,4.38963e-24,2.68243e-22,1.49332e-20,7.5394e-19,3.43472e-17,1.40398e-15,5.11663e-14,1.65051e-12,4.67389e-11,1.15085e-09,2.43668e-08,4.37824e-07,6.5711e-06,8.07933e-05,0.000794152,0.00604603,0.0341624,0.134893,0.340624,0.486836,0.405455,0.483262,0.519715,0.475463,0.468114,0.48245,0.289153,0.27939,0.329637,0.27939,0.289153,0.48245,0.468114,0.475463,0.519715,0.483262,0.405455,0.486836,0.340624,0.134893,0.0341624,0.00604603,0.000794152,8.07933e-05,6.5711e-06,4.37824e-07,2.43668e-08,1.15085e-09,4.67389e-11,1.65051e-12,5.11663e-14,1.40398e-15,3.43472e-17,7.5394e-19,1.49332e-20,2.68243e-22,4.38963e-24,6.57081e-26,9.03021e-28,1.14318e-29,1.33716e-31,1.44912e-33,1.45871e-35,1.36704e-37,1.19522e-39,9.76804e-42,7.47527e-44,5.36543e-46,3.61728e-48,2.29375e-50,1.36971e-52,7.71112e-55,4.09691e-57,2.0561e-59,9.75541e-62,4.37906e-64,1.86097e-66,7.49174e-69,5.71667e-71
5.94238,1.44965e-69,1.75043e-67,4.01013e-65,8.71057e-63,1.79275e-60,3.49351e-58,6.44059e-56,1.12234e-53,1.84688e-51,2.86679e-49,4.1927e-47,5.76996e-45,7.46155e-43,9.05318e-41,1.02889e-38,1.09332e-36,1.08414e-34,1.00103e-32,8.58651e-31,6.82468e-29,5.01219e-27,3.39092e-25,2.10613e-23,1.1965e-21,6.19175e-20,2.90537e-18,1.22988e-16,4.66999e-15,1.58039e-13,4.7319e-12,1.24306e-10,2.83751e-09,5.56491e-08,9.25197e-07,1.28307e-05,0.000145505,0.0013159,0.00918554,0.0473479,0.169253,0.38263,0.486467,0.397123,0.513507,0.494595,0.498176,0.435796,0.486649,0.290499,0.228144,0.260835,0.228144,0.290499,0.486649,0.435796,0.498176,0.494595,0.513507,0.397123,0.486467,0.38263,0.169253,0.0473479,0.00918554,0.0013159,0.000145505,1.28307e-05,9.25197e-07,5.56491e-08,2.83751e-09,1.24306e-10,4.7319e-12,1.58039e-13,4.66999e-15,1.22988e-16,2.90537e-18,6.19175e-20,1.1965e-21,2.10613e-23,3.39092e-25,5.01219e-27,6.82468e-29,8.58651e-31,1.00103e-32,1.08414e-34,1.09332e-36,1.02889e-38,9.05318e-41,7.46155e-43,5.76996e-45,4.1927e-47,2.86679e-49,1.84688e-51,1.12234e-53,6.44059e-56,3.49351e-58,1.79275e-60,8.71057e-63,4.01013e-65,1.75043e-67,1.44965e-69
6.15768,3.74771e-68,4.17338e-66,8.82449e-64,1.77048e-61,3.36805e-59,6.07037e-57,1.03569e-54,1.67116e-52,2.54762e-50,3.66518e-48,4.97017e-46,6.34438e-44,7.61246e-42,8.57236e-40,9.04438e-38,8.92396e-36,8.21801e-34,7.04785e-32,5.61557e-30,4.1462e-28,2.82873e-26,1.77773e-24,1.02563e-22,5.41158e-21,2.60054e-19,1.13292e-17,4.45139e-16,1.56834e-14,4.92275e-13,1.36641e-11,3.32567e-10,7.02811e-09,1.27488e-07,1.95814e-06,2.50494e-05,0.000261508,0.00217119,0.0138601,0.0649652,0.209376,0.421698,0.477445,0.397604,0.539113,0.469306,0.518977,0.407008,0.479971,0.297855,0.178718,0.185818,0.178718,0.297855,0.479971,0.407008,0.518977,0.469306,0.539113,0.397604,0.477445,0.421698,0.209376,0.0649652,0.0138601,0.00217119,0.000261508,2.50494e-05,1.95814e-06,1.27488e-07,7.02811e-09,3.32567e-10,1.36641e-11,4.92275e-13,1.56834e-14,4.45139e-16,1.13292e-17,2.60054e-19,5.41158e-21,1.02563e-22,1.77773e-24,2.82873e-26,4.1462e-28,5.61557e-30,7.04785e-32,8.21801e-34,8.92396e-36,9.04438e-38,8.57236e-40,7.61246e-42,6.34438e-44,4.97017e-46,3.66518e-48,2.54762e-50,1.67116e-52,1.03569e-54,6.07037e-57,3.36805e-59,1.77048e-61,8.82449e-64,4.17338e-66,3.74771e-68
6.37299,8.57123e-67,8.83514e-65,1.73045e-62,3.21801e-60,5.67752e-58,9.49554e-56,1.50411e-53,2.2543e-51,3.19343e-49,4.27084e-47,5.38561e-45,6.39488e-43,7.13944e-41,7.48233e-39,7.34849e-37,6.75041e-35,5.78825e-33,4.62258e-31,3.43e-29,2.35847e-27,1.49846e-25,8.76942e-24,4.7109e-22,2.31415e-20,1.03515e-18,4.19675e-17,1.53412e-15,5.0269e-14,1.46682e-12,3.783e-11,8.54951e-10,1.67636e-08,2.81863e-07,4.00785e-06,4.73875e-05,0.00045627,0.00348367,0.0203661,0.0868937,0.252611,0.453551,0.462198,0.408205,0.555059,0.449447,0.532396,0.386653,0.461603,0.308087,0.135109,0.110192,0.135109,0.308087,0.461603,0.386653,0.532396,0.449447,0.555059,0.408205,0.462198,0.453551,0.252611,0.0868937,0.0203661,0.00348367,0.00045627,4.73875e-05,4.00785e-06,2.81863e-07,1.67636e-08,8.54951e-10,3.783e-11,1.46682e-12,5.0269e-14,1.53412e-15,4.19675e-17,1.03515e-18,2.31415e-20,4.7109e-22,8.76942e-24,1.49846e-25,2.35847e-27,3.43e-29,4.62258e-31,5.78825e-33,6.75041e-35,7.34849e-37,7.48233e-39,7.13944e-41,6.39488e-43,5.38561e-45,4.27084e-47,3.19343e-49,2.2543e-51,1.50411e-53,9.49554e-56,5.67752e-58,3.21801e-60,1.73045e-62,8.83514e-65,8.57123e-67
6.55995,1.19404e-65,1.15288e-63,2.11638e-61,3.69091e-59,6.1101e-57,9.59325e-55,1.42718e-52,2.00976e-50,2.67602e-48,3.36505e-46,3.99111e-44,4.45851e-42,4.68409e-40,4.62052e-38,4.2719e-36,3.69474e-34,2.98318e-32,2.24352e-30,1.56774e-28,1.0152e-26,6.0743e-25,3.34758e-23,1.69331e-21,7.83141e-20,3.2976e-18,1.25824e-16,4.3276e-15,1.3338e-13,3.65934e-12,8.86927e-11,1.88265e-09,3.46465e-08,5.46269e-07,7.27551e-06,8.04561e-05,0.000723117,0.00513982,0.0278665,0.109644,0.291517,0.474071,0.446493,0.424932,0.559561,0.439101,0.535638,0.377136,0.437078,0.316372,0.102749,0.0463106,0.102749,0.316372,0.437078,0.377136,0.535638,0.439101,0.559561,0.424932,0.446493,0.474071,0.291517,0.109644,0.0278665,0.00513982,0.000723117,8.04561e-05,7.27551e-06,5.46269e-07,3.46465e-08,1.88265e-09,8.86927e-11,3.65934e-12,1.3338e-13,4.3276e-15,1.25824e-16,3.2976e-18,7.83141e-20,1.69331e-21,3.34758e-23,6.0743e-25,1.0152e-26,1.56774e-28,2.24352e-30,2.98318e-32,3.69474e-34,4.2719e-36,4.62052e-38,4.68409e-40,4.45851e-42,3.99111e-44,3.36505e-46,2.67602e-48,2.00976e-50,1.42718e-52,9.59325e-55,6.1101e-57,3.69091e-59,2.11638e-61,1.15288e-63,1.19404e-65
6.7469,1.53144e-64,1.38863e-62,2.39521e-60,3.92688e-58,6.11399e-56,9.03208e-54,1.26478e-51,1.67706e-49,2.10328e-47,2.49191e-45,2.78533e-43,2.93302e-41,2.90521e-39,2.70235e-37,2.3563e-35,1.9222e-33,1.46398e-31,1.0386e-29,6.84635e-28,4.18216e-26,2.36046e-24,1.22701e-22,5.85357e-21,2.55289e-19,1.01349e-17,3.64513e-16,1.18143e-14,3.43015e-13,8.86153e-12,2.02145e-10,4.03599e-09,6.98109e-08,1.03359e-06,1.29111e-05,0.000133705,0.00112303,0.00743862,0.037431,0.135879,0.330435,0.487289,0.430992,0.447062,0.555236,0.436244,0.530062,0.375166,0.406288,0.321427,0.075853,-0.0136169,0.075853,0.321427,0.406288,0.375166,0.530062,0.436244,0.555236,0.447062,0.430992,0.487289,0.330435,0.135879,0.037431,0.00743862,0.00112303,0.000133705,1.29111e-05,1.03359e-06,6.98109e-08,4.03599e-09,2.02145e-10,8.86153e-12,3.43015e-13,1.18143e-14,3.64513e-16,1.01349e-17,2.55289e-19,5.85357e-21,1.22701e-22,2.36046e-24,4.18216e-26,6.84635e-28,1.0386e-29,1.46398e-31,1.9222e-33,2.3563e-35,2.70235e-37,2.90521e-39,2.93302e-41,2.78533e-43,2.49191e-45,2.10328e-47,1.67706e-49,1.26478e-51,9.03208e-54,6.11399e-56,3.92688e-58,2.39521e-60,1.38863e-62,1.53144e-64
6.93386,1.8182e-63,1.55192e-61,2.52093e-59,3.89392e-57,5.71422e-55,7.95919e-53,1.05121e-50,1.31506e-48,1.55646e-46,1.74068e-44,1.83698e-42,1.82668e-40,1.70889e-38,1.5015e-36,1.23682e-34,9.53241e-33,6.85942e-31,4.59789e-29,2.86371e-27,1.65278e-25,8.8131e-24,4.32771e-22,1.9501e-20,8.03201e-19,3.01079e-17,1.0222e-15,3.12656e-14,8.56359e-13,2.08616e-11,4.48512e-10,8.43448e-09,1.37306e-07,1.91139e-06,2.24213e-05,0.000217689,0.00171053,0.0105677,0.0493864,0.165457,0.368031,0.493104,0.417993,0.472376,0.543048,0.440734,0.515884,0.379624,0.37147,0.320901,0.0543837,-0.0672947,0.0543837,0.320901,0.37147,0.379624,0.515884,0.440734,0.543048,0.472376,0.417993,0.493104,0.368031,0.165457,0.0493864,0.0105677,0.00171053,0.000217689,2.24213e-05,1.91139e-06,1.37306e-07,8.43448e-09,4.48512e-10,2.08616e-11,8.56359e-13,3.12656e-14,1.0222e-15,3.01079e-17,8.03201e-19,1.9501e-20,4.32771e-22,8.8131e-24,1.65278e-25,2.86371e-27,4.59789e-29,6.85942e-31,9.53241e-33,1.23682e-34,1.5015e-36,1.70889e-38,1.82668e-40,1.83698e-42,1.74068e-44,1.55646e-46,1.31506e-48,1.05121e-50,7.95919e-53,5.71422e-55,3.89392e-57,2.52093e-59,1.55192e-61,1.8182e-63
