t,Vr-->,z_V,0,1,2,3,4,5,6
0.426463,55,4.02805e-22,4.02805e-22,4.02805e-22,4.02805e-22,4.02805e-22,4.02805e-22,4.02805e-22,
0.426463,60,2.85568e-24,2.85568e-24,2.85568e-24,2.85568e-24,2.85568e-24,2.85568e-24,2.85568e-24,
0.426463,65,1.86438e-26,1.86438e-26,1.86438e-26,1.86438e-26,1.86438e-26,1.86438e-26,1.86438e-26,
0.426463,70,1.12623e-28,1.12623e-28,1.12623e-28,1.12623e-28,1.12623e-28,1.12623e-28,1.12623e-28,
0.426463,75,6.31846e-31,6.31846e-31,6.31846e-31,6.31846e-31,6.31846e-31,6.31846e-31,6.31846e-31,
0.426463,80,3.30187e-33,3.30187e-33,3.30187e-33,3.30187e-33,3.30187e-33,3.30187e-33,3.30187e-33,
0.426463,85,1.6108e-35,1.6108e-35,1.6108e-35,1.6108e-35,1.6108e-35,1.6108e-35,1.6108e-35,
0.426463,90,7.34778e-38,7.34778e-38,7.34778e-38,7.34778e-38,7.34778e-38,7.34778e-38,7.34778e-38,
0.426463,95,3.13741e-40,3.13741e-40,3.13741e-40,3.13741e-40,3.13741e-40,3.13741e-40,3.13741e-40,
0.426463,100,1.25468e-42,1.25468e-42,1.25468e-42,1.25468e-42,1.25468e-42,1.25468e-42,1.25468e-42,

0.426463,5,305.012,305.016,304.997,304.987,305.154,306.939,315.4,
0.426463,10,305.013,305.016,304.997,304.986,305.166,307.037,315.697,
0.426463,15,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,20,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,25,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,30,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,35,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,40,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,45,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,50,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,55,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,60,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,65,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,70,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,75,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,80,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,85,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,90,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,95,305.013,305.016,304.997,304.986,305.166,307.04,315.704,
0.426463,100,305.013,305.016,304.997,304.986,305.166,307.04,315.704,

t_Vr-->,z_V,0,1,2,3,4,5,6
0.529993,5,0.00100574,0.00100574,0.00100574,0.00100574,0.00100574,0.00100573,0.00100573,
0.529993,10,5.23619e-05,5.23619e-05,5.23619e-05,5.23619e-05,5.23619e-05,5.23619e-05,5.23618e-05,
0.529993,15,1.83364e-06,1.83364e-06,1.83364e-06,1.83364e-06,1.83364e-06,1.83364e-06,1.83364e-06,
0.529993,20,4.83311e-08,4.83311e-08,4.83311e-08,4.83311e-08,4.83311e-08,4.8331e-08,4.8331e-08,
0.529993,25,1.02095e-09,1.02095e-09,1.02095e-09,1.02095e-09,1.02095e-09,1.02095e-09,1.02095e-09,
0.529993,30,1.79909e-11,1.79909e-11,1.79909e-11,1.79909e-11,1.79909e-11,1.79909e-11,1.79909e-11,
0.529993,35,2.71931e-13,2.71931e-13,2.71931e-13,2.71931e-13,2.71931e-13,2.71931e-13,2.71931e-13,
0.529993,40,3.59832e-15,3.59832e-15,3.59832e-15,3.59832e-15,3.59832e-15,3.59832e-15,3.59832e-15,
0.529993,45,4.23403e-17,4.23403e-17,4.23403e-17,4.23403e-17,4.23403e-17,4.23403e-17,4.23403e-17,
