t,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,-0.000695148,-0.000686078,-0.000676747,-0.000667157,-0.000657311,-0.000647211,-0.000636861,-0.000626264,-0.000615422,-0.00060434,-0.00059302,-0.000581466,-0.000569682,-0.000557672,-0.000545439,-0.000532988,-0.000520323,-0.000507447,-0.000494366,-0.000481084,-0.000467606,-0.000453936,-0.00044008,-0.000426042,-0.000411828,-0.000397442,-0.000382892,-0.000368181,-0.000353316,-0.000338302,-0.000323146,-0.000307853,-0.00029243,-0.000276882,-0.000261217,-0.00024544,-0.000229558,-0.000213577,-0.000197505,-0.000181348,-0.000165112,-0.000148806,-0.000132435,-0.000116006,-9.95276e-05,-8.30058e-05,-6.6448e-05,-4.98613e-05,-3.32529e-05,-1.66301e-05,
0.55,-0.00372158,-0.00366674,-0.00361083,-0.00355387,-0.00349587,-0.00343685,-0.00337681,-0.00331576,-0.00325373,-0.00319072,-0.00312675,-0.00306184,-0.00299599,-0.00292922,-0.00286156,-0.00279301,-0.00272359,-0.00265333,-0.00258223,-0.00251032,-0.00243762,-0.00236414,-0.0022899,-0.00221493,-0.00213925,-0.00206287,-0.00198582,-0.00190813,-0.00182981,-0.00175088,-0.00167138,-0.00159132,-0.00151073,-0.00142964,-0.00134807,-0.00126605,-0.0011836,-0.00110075,-0.00101753,-0.00093396,-0.000850075,-0.000765899,-0.000681462,-0.000596792,-0.000511917,-0.000426866,-0.000341669,-0.000256355,-0.000170952,-8.54909e-05,
2.575,-0.0154757,-0.015132,-0.0147904,-0.014451,-0.0141136,-0.0137782,-0.0134448,-0.0131133,-0.0127838,-0.012456,-0.01213,-0.0118057,-0.0114832,-0.0111622,-0.0108429,-0.010525,-0.0102087,-0.00989375,-0.0095802,-0.00926799,-0.00895706,-0.00864736,-0.00833885,-0.00803147,-0.00772518,-0.00741992,-0.00711566,-0.00681235,-0.00650994,-0.00620839,-0.00590764,-0.00560767,-0.00530842,-0.00500985,-0.00471192,-0.00441459,-0.00411782,-0.00382157,-0.00352579,-0.00323045,-0.00293552,-0.00264094,-0.00234669,-0.00205273,-0.00175902,-0.00146552,-0.00117221,-0.00087903,-0.000585961,-0.000292963,
4.90029,-0.025847,-0.0250582,-0.0242865,-0.0235314,-0.0227927,-0.0220699,-0.0213625,-0.0206703,-0.0199929,-0.0193297,-0.0186806,-0.018045,-0.0174226,-0.0168129,-0.0162158,-0.0156306,-0.0150572,-0.0144951,-0.0139439,-0.0134032,-0.0128728,-0.0123522,-0.0118411,-0.0113392,-0.010846,-0.0103613,-0.00988457,-0.00941562,-0.00895406,-0.00849954,-0.00805173,-0.00761028,-0.00717487,-0.00674517,-0.00632083,-0.00590154,-0.00548697,-0.0050768,-0.0046707,-0.00426835,-0.00386943,-0.00347364,-0.00308064,-0.00269013,-0.0023018,-0.00191533,-0.0015304,-0.00114672,-0.000763964,-0.000381827,
7.22558,-0.0336485,-0.0323521,-0.0310968,-0.0298814,-0.0287046,-0.0275656,-0.026463,-0.0253959,-0.0243632,-0.0233637,-0.0223966,-0.0214607,-0.0205551,-0.0196788,-0.0188308,-0.0180101,-0.0172158,-0.016447,-0.0157027,-0.0149821,-0.0142843,-0.0136084,-0.0129535,-0.0123188,-0.0117035,-0.0111067,-0.0105276,-0.00996547,-0.00941944,-0.00888876,-0.00837266,-0.00787039,-0.00738119,-0.00690432,-0.00643905,-0.00598465,-0.0055404,-0.00510561,-0.00467955,-0.00426154,-0.00385089,-0.0034469,-0.0030489,-0.00265621,-0.00226817,-0.00188409,-0.00150331,-0.00112518,-0.00074902,-0.000374181,
9.67997,-0.0397767,-0.0379213,-0.0361393,-0.0344284,-0.032786,-0.03121,-0.029698,-0.0282478,-0.0268573,-0.0255243,-0.0242468,-0.0230227,-0.0218502,-0.0207273,-0.0196522,-0.018623,-0.0176379,-0.0166952,-0.0157933,-0.0149305,-0.0141051,-0.0133156,-0.0125604,-0.0118381,-0.0111471,-0.010486,-0.00985352,-0.00924813,-0.00866853,-0.00811339,-0.00758144,-0.00707139,-0.006582,-0.00611205,-0.00566034,-0.00522569,-0.00480694,-0.00440295,-0.00401259,-0.00363476,-0.00326835,-0.00291229,-0.00256551,-0.00222695,-0.00189556,-0.0015703,-0.00125014,-0.000934049,-0.000621007,-0.000309996,
12.2183,-0.0444098,-0.0419815,-0.0396657,-0.0374581,-0.0353545,-0.0333509,-0.0314433,-0.0296279,-0.0279011,-0.0262593,-0.0246989,-0.0232168,-0.0218096,-0.0204742,-0.0192076,-0.0180069,-0.0168691,-0.0157916,-0.0147716,-0.0138065,-0.012894,-0.0120315,-0.0112166,-0.0104471,-0.00972086,-0.00903561,-0.00838931,-0.00777993,-0.0072055,-0.00666412,-0.00615392,-0.00567311,-0.00521991,-0.00479262,-0.00438957,-0.00400912,-0.00364967,-0.00330968,-0.00298761,-0.00268197,-0.0023913,-0.00211414,-0.00184909,-0.00159474,-0.00134972,-0.00111267,-0.000882224,-0.000657061,-0.00043585,-0.000217268,
14.8578,-0.0478679,-0.0448693,-0.0420279,-0.039337,-0.03679,-0.0343805,-0.0321024,-0.0299499,-0.0279173,-0.0259992,-0.0241903,-0.0224857,-0.0208804,-0.0193698,-0.0179495,-0.0166151,-0.0153626,-0.0141878,-0.013087,-0.0120566,-0.0110929,-0.0101926,-0.00935235,-0.00856906,-0.00783967,-0.00716127,-0.00653105,-0.00594631,-0.00540442,-0.00490288,-0.00443927,-0.00401125,-0.00361655,-0.00325299,-0.00291846,-0.0026109,-0.00232835,-0.00206886,-0.00183058,-0.00161167,-0.00141036,-0.00122493,-0.00105367,-0.00089492,-0.000747057,-0.000608475,-0.000477591,-0.000352843,-0.000232685,-0.00011558,
