t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.01,0.0099701,0.00994525,0.00987109,0.00974871,0.00957993,0.00936721,0.00911362,0.00882276,0.00849867,0.00814573,0.00776859,0.00737203,0.00696089,0.00653997,0.0061139,0.00568719,0.00526356,0.00484752,0.00444171,0.00407514,0.00380734,
0.0243307,0.0241546,0.0240945,0.0239154,0.0236197,0.0232119,0.0226979,0.0220852,0.0213823,0.020599,0.019746,0.0188343,0.0178755,0.0168813,0.0158634,0.0148325,0.0138001,0.0127743,0.0117719,0.010815,0.0100093,0.00955549,
0.041772,0.0412557,0.0411535,0.0408486,0.0403453,0.0396511,0.0387761,0.0377328,0.036536,0.0352021,0.0337492,0.0321961,0.0305627,0.0288684,0.0271334,0.0253757,0.0236161,0.0218728,0.020188,0.0186305,0.0173935,0.0168089,
0.0629832,0.0618176,0.0616651,0.06121,0.060459,0.059423,0.058117,0.0565597,0.054773,0.0527814,0.0506117,0.048292,0.0458518,0.04332,0.0407271,0.0381013,0.0354784,0.0328988,0.0304447,0.0282504,0.0265874,0.0258785,
0.0892397,0.0869195,0.0867062,0.0860695,0.0850187,0.0835691,0.0817416,0.0795621,0.0770612,0.0742731,0.071235,0.0679861,0.0645678,0.061021,0.0573904,0.053721,0.0500736,0.0465258,0.0432122,0.0403381,0.0382403,0.0373976,
0.123036,0.118673,0.118384,0.11752,0.116094,0.114127,0.111647,0.108689,0.105294,0.101508,0.0973825,0.0929696,0.088327,0.0835131,0.0785947,0.0736452,0.0687639,0.0640806,0.0597912,0.0561701,0.0536073,0.0526162,
0.170161,0.16194,0.161548,0.16038,0.158451,0.155789,0.152433,0.148429,0.143833,0.138707,0.133121,0.127148,0.12087,0.114376,0.107769,0.101169,0.0947301,0.0886508,0.0831943,0.0787014,0.0756063,0.0744427,
0.180914,0.171652,0.171238,0.170001,0.167961,0.165145,0.161594,0.157358,0.152495,0.147072,0.141162,0.134844,0.128206,0.121344,0.11437,0.107416,0.100647,0.0942765,0.0885798,0.0839094,0.080707,0.0795085,
0.20566,0.193783,0.193318,0.191928,0.189635,0.18647,0.182479,0.177717,0.172251,0.166155,0.159513,0.152418,0.144971,0.137286,0.129495,0.121756,0.114262,0.107254,0.101036,0.0959819,0.0925485,0.0912748,
0.230938,0.216078,0.215562,0.21402,0.211474,0.20796,0.20353,0.198244,0.192176,0.185411,0.178043,0.170178,0.161934,0.153442,0.144856,0.136358,0.128169,0.120555,0.113844,0.10843,0.104781,0.103437,
0.255237,0.23722,0.236655,0.23497,0.232187,0.228346,0.223503,0.217726,0.211095,0.203704,0.195659,0.187079,0.178096,0.16886,0.159546,0.150359,0.141541,0.133383,0.126233,0.1205,0.11666,0.115254,
0.28274,0.260815,0.260198,0.258353,0.255309,0.251108,0.24581,0.23949,0.23224,0.224162,0.215376,0.206015,0.19623,0.186191,0.176095,0.16617,0.156685,0.147953,0.140342,0.134275,0.130236,0.128765,
0.301963,0.277102,0.276448,0.274495,0.271272,0.266824,0.261216,0.254528,0.246856,0.238312,0.229024,0.219136,0.208811,0.198234,0.187617,0.177204,0.167278,0.158169,0.150255,0.143971,0.139801,0.138288,
