t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0100471,0.0100169,0.00999196,0.00991745,0.0097945,0.00962493,0.00941121,0.00915643,0.00886421,0.00853859,0.008184,0.00780509,0.00740668,0.00699361,0.00657072,0.00614265,0.00571392,0.00528831,0.00487032,0.00446262,0.00409443,0.00382582,
0.0233986,0.0232356,0.0231779,0.0230055,0.022721,0.0223287,0.0218342,0.0212446,0.0205684,0.0198148,0.018994,0.0181169,0.0171945,0.016238,0.0152587,0.014267,0.0132737,0.0122869,0.0113221,0.0103994,0.00961952,0.0091747,
0.0387279,0.0382837,0.0381888,0.0379057,0.0374384,0.0367938,0.0359814,0.0350127,0.0339015,0.0326631,0.0313142,0.0298724,0.0283559,0.0267831,0.0251725,0.0235409,0.0219072,0.0202875,0.0187188,0.0172606,0.0160925,0.0155279,
0.0574882,0.0565154,0.0563759,0.0559594,0.055272,0.0543239,0.0531287,0.0517036,0.0500685,0.0482461,0.0462608,0.0441383,0.0419057,0.0395894,0.0372172,0.0348143,0.0324124,0.0300451,0.0277836,0.0257456,0.0241852,0.0235069,
0.0811626,0.0792384,0.0790436,0.0784623,0.0775029,0.0761794,0.074511,0.0725213,0.0702382,0.0676931,0.0649199,0.0619546,0.0588348,0.0555975,0.052283,0.0489304,0.0455924,0.0423342,0.0392748,0.036599,0.0346266,0.0338233,
0.112697,0.109024,0.108758,0.107963,0.10665,0.10484,0.102557,0.0998349,0.0967105,0.0932267,0.08943,0.0853693,0.081097,0.0766656,0.0721349,0.0675688,0.0630544,0.0587058,0.0547009,0.0512956,0.0488662,0.0479181,
0.122494,0.118169,0.117881,0.117021,0.115601,0.113642,0.111173,0.108227,0.104846,0.101076,0.096967,0.0925725,0.0879492,0.0831552,0.078257,0.0733274,0.068465,0.063799,0.0595241,0.0559141,0.0533582,0.0523693,
0.144949,0.138936,0.138598,0.137591,0.135929,0.133635,0.130743,0.127293,0.123333,0.118916,0.114103,0.108955,0.103541,0.0979328,0.0922127,0.0864757,0.080847,0.0754894,0.0706325,0.0665852,0.0637611,0.0626855,
0.158787,0.151602,0.151235,0.150139,0.148329,0.145833,0.142684,0.138929,0.134618,0.12981,0.12457,0.118966,0.113075,0.106977,0.100765,0.0945482,0.0884686,0.0827081,0.0775156,0.0732182,0.0702419,0.0691169,
0.178855,0.169796,0.169387,0.168164,0.166144,0.163358,0.159844,0.155653,0.150841,0.145474,0.139625,0.133373,0.126804,0.120012,0.113108,0.10622,0.0995145,0.0931988,0.0875474,0.0829104,0.0797282,0.0785363,
0.193524,0.182967,0.182527,0.181213,0.179042,0.176048,0.172271,0.167766,0.162593,0.156825,0.15054,0.143823,0.136769,0.129484,0.122089,0.114729,0.107586,0.100884,0.0949165,0.0900467,0.0867238,0.0854862,
0.211501,0.198962,0.198485,0.19706,0.194708,0.191462,0.187368,0.182484,0.176877,0.170625,0.163814,0.156538,0.148905,0.14103,0.133052,0.125134,0.117475,0.110323,0.103988,0.0988482,0.0953632,0.0940727,
0.227727,0.213263,0.212753,0.21123,0.208716,0.205247,0.200871,0.195651,0.189659,0.182978,0.175701,0.167933,0.159788,0.151396,0.14291,0.134506,0.126402,0.118863,0.112212,0.106843,0.10322,0.101885,
0.244975,0.228325,0.227782,0.226156,0.223473,0.21977,0.215099,0.209528,0.203133,0.196004,0.188243,0.179962,0.171287,0.162361,0.153351,0.14445,0.135893,0.127961,0.120992,0.115391,0.11163,0.110249,
0.262224,0.243246,0.242669,0.240943,0.238093,0.23416,0.2292,0.223283,0.216493,0.208926,0.20069,0.191908,0.182718,0.173274,0.163758,0.154379,0.145387,0.13708,0.129809,0.123989,0.120096,0.118673,
0.275787,0.254883,0.254279,0.252474,0.249495,0.245384,0.2402,0.234016,0.226921,0.219014,0.210413,0.201247,0.19166,0.181821,0.171919,0.162176,0.152856,0.144265,0.136766,0.130782,0.126791,0.125336,
0.290672,0.267556,0.266924,0.265034,0.261916,0.257612,0.252186,0.245713,0.238288,0.230016,0.221021,0.211441,0.201431,0.191167,0.180854,0.170725,0.161056,0.152166,0.144428,0.13827,0.134176,0.132687,
0.30848,0.282584,0.281919,0.27993,0.276647,0.272117,0.266405,0.259594,0.251781,0.243082,0.233627,0.223564,0.21306,0.202304,0.191515,0.180941,0.170871,0.161638,0.153625,0.147269,0.143058,0.141531,
0.324723,0.296169,0.295473,0.293395,0.289965,0.285232,0.279265,0.27215,0.263992,0.254911,0.245046,0.234554,0.223613,0.212423,0.201215,0.190249,0.179828,0.170296,0.162044,0.155516,0.151203,0.149643,
0.341755,0.310288,0.309562,0.307392,0.30381,0.298869,0.292639,0.285213,0.2767,0.267227,0.256943,0.246013,0.234627,0.222996,0.211362,0.200002,0.189226,0.179393,0.170901,0.164201,0.159786,0.158192,
0.358787,0.324283,0.323527,0.321267,0.317536,0.312389,0.305903,0.298171,0.289311,0.279457,0.268764,0.257408,0.245589,0.233531,0.221488,0.209746,0.198631,0.188509,0.179788,0.172923,0.16841,0.166785,
0.372907,0.335793,0.335012,0.332678,0.328826,0.323513,0.316816,0.308837,0.299695,0.289531,0.278508,0.266808,0.254641,0.242239,0.229866,0.217819,0.206433,0.19608,0.187176,0.180181,0.17559,0.17394,
0.387955,0.347967,0.34716,0.344749,0.34077,0.335282,0.328367,0.320128,0.310692,0.300205,0.288837,0.27678,0.264251,0.251493,0.23878,0.226419,0.214752,0.204162,0.195071,0.187941,0.18327,0.181594,
0.405298,0.361883,0.361046,0.358548,0.354426,0.348741,0.341578,0.333047,0.32328,0.31243,0.300675,0.288217,0.275283,0.262127,0.249035,0.236323,0.224346,0.213493,0.204194,0.196916,0.192158,0.190453,
0.423659,0.376484,0.375618,0.37303,0.368759,0.362869,0.355451,0.346619,0.336509,0.325285,0.313132,0.300263,0.286914,0.273352,0.259873,0.246805,0.234511,0.223392,0.213883,0.206454,0.201607,0.199873,
0.436348,0.386498,0.385611,0.382961,0.378589,0.372562,0.364971,0.355934,0.345594,0.334117,0.321697,0.308551,0.294924,0.281089,0.267351,0.254045,0.24154,0.230244,0.220594,0.213065,0.208159,0.206406,
0.451325,0.398238,0.397327,0.394606,0.390118,0.38393,0.376139,0.366866,0.356259,0.344491,0.331762,0.318297,0.30435,0.290202,0.276167,0.262587,0.249842,0.238343,0.228533,0.22089,0.215916,0.214142,
0.470147,0.41287,0.41193,0.409122,0.40449,0.398106,0.390069,0.380507,0.369573,0.357449,0.344343,0.330489,0.316153,0.301625,0.287229,0.273319,0.260282,0.248537,0.238534,0.230753,0.225699,0.223898,
0.485237,0.424507,0.423544,0.420668,0.415924,0.409386,0.401157,0.391368,0.38018,0.367778,0.354378,0.340223,0.325583,0.31076,0.296085,0.28192,0.268658,0.256724,0.246572,0.238685,0.233568,0.231747,
0.502114,0.437425,0.436437,0.433486,0.428619,0.421913,0.413475,0.403439,0.391973,0.379269,0.365549,0.351066,0.336098,0.320956,0.305979,0.291537,0.278032,0.265894,0.255582,0.247581,0.242397,0.240553,
0.520015,0.451016,0.450002,0.446974,0.44198,0.435101,0.426445,0.416155,0.404402,0.391387,0.377339,0.362518,0.347214,0.331744,0.316458,0.301734,0.287981,0.275635,0.265159,0.257042,0.25179,0.249924,
0.533807,0.461413,0.460379,0.457293,0.452204,0.445193,0.436375,0.425894,0.413926,0.400677,0.386383,0.37131,0.355754,0.34004,0.324523,0.309589,0.295651,0.283151,0.272554,0.26435,0.259047,0.257165,
0.549132,0.47289,0.471835,0.468685,0.463492,0.45634,0.447345,0.436656,0.424455,0.410953,0.396392,0.381047,0.365219,0.349241,0.333476,0.318316,0.304179,0.291512,0.280784,0.272488,0.26713,0.265231,
0.567111,0.486255,0.485176,0.481954,0.476642,0.469328,0.460131,0.449205,0.436738,0.422947,0.408084,0.392428,0.376291,0.360015,0.343968,0.328551,0.314189,0.301334,0.290459,0.282058,0.276639,0.274719,
0.585089,0.499516,0.498414,0.495122,0.489695,0.482223,0.472829,0.461674,0.448949,0.434879,0.419722,0.403767,0.387331,0.370766,0.354448,0.338784,0.324206,0.31117,0.300154,0.291652,0.286174,0.284235,
0.598001,0.508979,0.50786,0.504518,0.49901,0.491428,0.481897,0.470581,0.457675,0.443411,0.428049,0.411884,0.395241,0.378475,0.361968,0.346133,0.331404,0.318243,0.307128,0.298557,0.293037,0.291085,
0.612915,0.519846,0.518707,0.51531,0.509711,0.502004,0.492318,0.48082,0.467712,0.453227,0.437635,0.421235,0.404359,0.387366,0.370648,0.35462,0.339722,0.32642,0.315196,0.306547,0.300981,0.299014,
0.631439,0.53325,0.532089,0.528625,0.522915,0.515057,0.505185,0.493468,0.480114,0.465365,0.449495,0.432812,0.415655,0.398392,0.381419,0.365159,0.35006,0.33659,0.325233,0.316491,0.310871,0.308886,
0.646864,0.544336,0.543157,0.539638,0.533839,0.52586,0.515835,0.503942,0.49039,0.475427,0.459333,0.442422,0.425039,0.407557,0.39038,0.373935,0.358674,0.345068,0.333606,0.324789,0.319124,0.317125,
0.663815,0.556441,0.555242,0.551665,0.545771,0.537661,0.527475,0.515393,0.50163,0.486439,0.470106,0.452952,0.435328,0.417614,0.400219,0.383577,0.368144,0.354395,0.342821,0.333924,0.328213,0.326199,
0.681381,0.568902,0.567684,0.564049,0.558058,0.549817,0.539469,0.527197,0.513222,0.497802,0.48123,0.463832,0.445966,0.42802,0.410408,0.393569,0.377964,0.364071,0.352385,0.343409,0.337651,0.335622,
0.69542,0.578803,0.577569,0.573888,0.567823,0.55948,0.549005,0.536586,0.522446,0.506848,0.49009,0.472504,0.454452,0.436326,0.418545,0.401554,0.385815,0.371812,0.360039,0.351002,0.345209,0.343168,
0.7107,0.589521,0.58827,0.584541,0.578396,0.569946,0.559337,0.546761,0.532446,0.516661,0.499706,0.48192,0.46367,0.445354,0.427396,0.410243,0.394365,0.380245,0.368381,0.359279,0.353448,0.351395,
