t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.00600309,0.00599231,0.00597738,0.00593277,0.00585916,0.00575763,0.00562968,0.00547716,0.00530222,0.00510729,0.00489503,0.00466822,0.00442973,0.0041825,0.00392938,0.0036732,0.00341661,0.00316212,0.00291201,0.00266854,0.00243656,0.00225517,
0.0165343,0.0164529,0.016412,0.0162898,0.0160881,0.0158099,0.0154593,0.0150413,0.0145619,0.0140276,0.0134458,0.0128241,0.0121703,0.0114924,0.0107983,0.0100957,0.0093919,0.00869384,0.00800849,0.00734716,0.00674776,0.00637169,
0.0284953,0.0282545,0.0281844,0.027975,0.0276294,0.0271527,0.026552,0.0258357,0.0250141,0.0240986,0.0231014,0.0220356,0.0209147,0.0197524,0.0185622,0.0173573,0.0161502,0.0149538,0.0137843,0.0126753,0.0117245,0.0112047,
0.0441637,0.0435882,0.0434803,0.0431583,0.0426268,0.0418936,0.0409695,0.0398677,0.0386037,0.0371949,0.0356604,0.0340201,0.0322949,0.0305055,0.0286729,0.0268175,0.0249601,0.0231242,0.0213464,0.0197033,0.0183697,0.0177113,
0.0645637,0.0633418,0.0631857,0.0627195,0.0619501,0.0608888,0.059551,0.0579557,0.0561253,0.0540851,0.0518623,0.0494861,0.0469861,0.044393,0.0417372,0.0390499,0.0363654,0.0337286,0.0312129,0.0289552,0.0272096,0.0264103,
0.0908542,0.0884548,0.0882383,0.0875905,0.0865214,0.0850465,0.0831871,0.0809696,0.0784251,0.0755883,0.0724972,0.0691919,0.0657142,0.062107,0.0584149,0.054686,0.0509786,0.0473736,0.0439965,0.0410533,0.0388678,0.0379229,
0.0993714,0.0965092,0.096273,0.0955674,0.0944028,0.0927961,0.0907705,0.0883548,0.0855826,0.0824918,0.0791238,0.0755222,0.0717328,0.0678027,0.0637815,0.0597238,0.0556969,0.0517942,0.0481581,0.0450131,0.0427014,0.0417145,
0.116077,0.112192,0.111919,0.111101,0.109751,0.107889,0.105542,0.102742,0.0995279,0.0959447,0.0920397,0.0878638,0.0834704,0.0789155,0.0742593,0.0695703,0.0649346,0.0604704,0.0563514,0.0528352,0.0502928,0.0492305,
0.130289,0.125417,0.125112,0.124201,0.122696,0.12062,0.118002,0.114879,0.111295,0.107299,0.102944,0.0982865,0.0933873,0.0883102,0.0831254,0.0779143,0.0727793,0.0678601,0.0633544,0.0595447,0.0568217,0.0557006,
0.14766,0.141436,0.141094,0.140069,0.138377,0.136043,0.1331,0.129589,0.12556,0.121066,0.116168,0.110931,0.105425,0.0997219,0.0939065,0.0880763,0.0823546,0.0769056,0.0719547,0.0678102,0.0648826,0.0636954,
0.15788,0.150788,0.150423,0.149333,0.147533,0.145049,0.141917,0.13818,0.133892,0.129109,0.123897,0.118324,0.112465,0.106401,0.100223,0.0940385,0.0879832,0.0822355,0.0770355,0.0727051,0.0696645,0.0684408,
0.171098,0.162804,0.162411,0.161236,0.159297,0.156622,0.153248,0.149223,0.144603,0.139451,0.133836,0.127834,0.121526,0.115003,0.108365,0.101733,0.0952594,0.0891388,0.0836296,0.0790695,0.0758898,0.0746214,
0.18823,0.178244,0.177815,0.176533,0.174417,0.171497,0.167814,0.16342,0.158377,0.152753,0.146625,0.140076,0.133198,0.126092,0.118874,0.111681,0.104685,0.0981026,0.0922128,0.0873716,0.0840225,0.0826997,
0.200048,0.18881,0.188357,0.187002,0.184765,0.181678,0.177785,0.173141,0.167809,0.161865,0.155388,0.148468,0.141204,0.133705,0.126097,0.118529,0.111186,0.104298,0.0981579,0.0931327,0.0896731,0.0883148,
